,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,business_status,name,place_id,plus_code.compound_code,plus_code.global_code,vicinity
259,1.300164,103.857722,1.301716,103.858846,1.299018,103.856148,OPERATIONAL,Dynamic Oil Trading (Singapore) Pte Ltd,ChIJucjD4T8Q2jER3TmQ7m7ow78,8V25+33 Singapore,6PH58V25+33,"600 North Bridge Road, #11-09/10 Parkview Square"
260,1.292793,103.86034,1.294722,103.861461,1.292024,103.858763,OPERATIONAL,ConocoPhillips International Inc,ChIJhx9G36gZ2jERZZeWL5bmmvk,7VV6+44 Singapore,6PH57VV6+44,"1 Temasek Avenue, Singapore"
261,1.29208,103.86082,1.293429,103.862169,1.290731,103.859471,OPERATIONAL,ONEX DMCC,ChIJJ0OK6qkZ2jERLkMbcv5uYnQ,NA,NA,Temasek Avenue
262,1.292612,103.86031,1.294632,103.861446,1.291934,103.858748,OPERATIONAL,Helios Terminal Corporation Pte Ltd,ChIJOb7HPakZ2jERac0AoDYXzaw,7VV6+24 Singapore,6PH57VV6+24,1 Temasek Avenue
263,1.292612,103.86031,1.294632,103.861446,1.291934,103.858748,OPERATIONAL,Phillips 66 International Trading Pte ltd,ChIJOb7HPakZ2jER5YOLzKSjDvU,7VV6+24 Singapore,6PH57VV6+24,1 Temasek Avenue
264,1.294385,103.858846,1.295737,103.860196,1.293039,103.857498,OPERATIONAL,EURO ACCESS,ChIJf0wC464Z2jERkpoYISJ1XuQ,NA,NA,Temasek Boulevard
265,1.295345,103.859671,1.29674,103.860902,1.294042,103.858204,OPERATIONAL,Sea Oil Petroleum Pte Ltd,ChIJi06sAq8Z2jERu6CL6FZfxio,7VW5+4V Singapore,6PH57VW5+4V,08-02 Temasek Boulevard
266,1.295419,103.858478,1.296715,103.859933,1.294017,103.857235,OPERATIONAL,Atman Pte. Ltd.,ChIJE9n1qK8Z2jERot1SDF4L2Rs,7VW5+59 Singapore,6PH57VW5+59,7 Temasek Boulevard
267,1.299159,103.858932,1.300508,103.860281,1.29781,103.857584,OPERATIONAL,OMV,ChIJ851yvrEZ2jERiGkHA-5CU3k,NA,NA,Beach Road
268,1.284484,103.851345,1.286064,103.852725,1.283367,103.850027,OPERATIONAL,Consolidated Petroleum,ChIJQx5Oxw4Z2jER30Y4DSlbu0o,NA,NA,Raffles Place
269,1.264325,103.820306,1.265701,103.821368,1.263003,103.81867,OPERATIONAL,Marine Oil,ChIJ9TyQaeIb2jERw9KkUsrY-fA,7R7C+P4 Singapore,6PH57R7C+P4,1 Maritime Square
